task_name,count,pct
"devise and evaluate methods and procedures for collecting data, such as surveys, opinion polls, or questionnaires, or arrange to obtain existing data.",39.0,0.0039
"devise or evaluate methods and procedures for collecting data, such as surveys, opinion polls, and questionnaires.",76.0,0.007600000000000001
"devise scalable recovery, purification, or fermentation processes for producing proteins or other biological substances for human or animal therapeutic use, food production or processing, biofuels, or effluent treatment.",26.0,0.0026
"devise trading, option, or hedge strategies.",246.0,0.0246
"diagnose and correct problems from remote locations, using special switchboards to find the sources of problems.",23.0,0.0023
diagnose and repair vehicle heating and cooling systems.,16.0,0.0015999999999999999
diagnose and resolve media system problems.,34.0,0.0034
"diagnose and treat conditions such as chemical dependency, alcohol dependency, acquired immune deficiency syndrome (aids) dementia, and environmental toxin exposure.",46.0,0.0046
"diagnose and treat diseases, injuries, or malformations of teeth, gums, or related oral structures and provide preventive or corrective services.",20.0,0.002
"diagnose diseases or study medical conditions using techniques such as gross pathology, histology, cytology, cytopathology, clinical chemistry, immunology, flow cytometry, and molecular biology.",41.0,0.0041
diagnose electrical problems and install and rewire electrical components.,23.0,0.0023
"diagnose faults or malfunctions to determine required repairs, using engine diagnostic equipment such as computerized test equipment and calibration devices.",61.0,0.0060999999999999995
"diagnose health conditions based on patients' symptoms and health histories, laboratory and diagnostic radiology test results, or other physiological measurements, such as electrocardiograms and electroencephalographs.",23.0,0.0023
"diagnose malfunctioning systems, apparatus, or components, using test equipment and hand tools to locate the cause of a breakdown and correct the problem.",108.0,0.010799999999999999
"diagnose mechanical problems and determine how to correct them, checking blueprints, repair manuals, or parts catalogs, as necessary.",63.0,0.0063
diagnose or treat disorders of the musculoskeletal system.,16.0,0.0015999999999999999
"diagnose or treat injuries, disorders, or diseases of the eye and eye structures including the cornea, sclera, conjunctiva, or eyelids.",21.0,0.0021
