styrk08,platform,date_start,soc,task_name,pct,n_classified,directive_share,feedback_loop_share,task_iteration_share,validation_share,learning_share
2432,api,2026-02-05,27-3031,respond to requests for information from the media or designate an appropriate spokesperson or information source.,0.0136,121.0,1.0,0.0,0.0,0.0,0.0
2432,api,2026-02-05,27-3031,write press releases or other media communications to promote clients.,0.0075,65.0,1.0,0.0,0.0,0.0,0.0
2432,api,2026-02-05,27-3031,"plan or conduct market or public opinion research to test products or determine potential for product success, communicating results to client or management.",0.007,50.0,1.0,0.0,0.0,0.0,0.0
2432,api,2026-02-05,27-3031,coach client representatives in effective communication with the public or with employees.,0.0061,49.0,0.6939,0.0,0.3061,0.0,0.0
2432,api,2026-02-05,27-3031,"consult with advertising agencies or staff to arrange promotional campaigns in all types of media for products, organizations, or individuals.",0.0042,31.0,1.0,0.0,0.0,0.0,0.0
2432,api,2026-02-05,27-3031,confer with production or support personnel to produce or coordinate production of advertisements or promotions.,0.0025,22.0,1.0,0.0,0.0,0.0,0.0
2432,api,2026-02-05,27-3031,"plan or direct development or communication of programs to maintain favorable public or stockholder perceptions of an organization's accomplishments, agenda, or environmental responsibility.",0.0022,17.0,1.0,0.0,0.0,0.0,0.0
2433,api,2026-02-05,41-4011,contact new or existing customers to discuss how specific products or services can meet their needs.,0.3927,3493.0,0.9187,0.0232,0.0332,0.006,0.0189
2433,api,2026-02-05,41-4011,"answer customers' questions about products, prices, availability, or credit terms.",0.1174,1125.0,0.7573,0.0151,0.024,0.0,0.2036
2433,api,2026-02-05,41-4011,study documentation or other information for new scientific or technical products.,0.0837,733.0,0.7422,0.0,0.0273,0.0614,0.1692
2433,api,2026-02-05,41-4011,"maintain customer records, using automated systems.",0.0549,464.0,0.9655,0.0,0.0345,0.0,0.0
2433,api,2026-02-05,41-4011,prepare sales presentations or proposals to explain product specifications or applications.,0.0501,478.0,0.91,0.0,0.09,0.0,0.0
2433,api,2026-02-05,41-1012,monitor sales staff performance to ensure that goals are met.,0.0277,238.0,0.7899,0.0,0.2101,0.0,0.0
2433,api,2026-02-05,41-1012,"listen to and resolve customer complaints regarding services, products, or personnel.",0.0199,138.0,0.7391,0.2609,0.0,0.0,0.0
2433,api,2026-02-05,41-4011,"provide customers with information such as quotes, orders, sales, shipping, warranties, credit, funding options, incentives, or tax rebates.",0.0159,119.0,1.0,0.0,0.0,0.0,0.0
2433,api,2026-02-05,41-1012,"examine merchandise to ensure correct pricing and display, and that it functions as advertised.",0.0115,110.0,1.0,0.0,0.0,0.0,0.0
2433,api,2026-02-05,41-4011,"collaborate with colleagues to exchange information, such as selling strategies or marketing information.",0.0103,91.0,1.0,0.0,0.0,0.0,0.0
2433,api,2026-02-05,41-4011,negotiate prices or terms of sales or service agreements.,0.0065,43.0,1.0,0.0,0.0,0.0,0.0
2433,api,2026-02-05,41-4011,provide customers with ongoing technical support.,0.0058,34.0,1.0,0.0,0.0,0.0,0.0
2433,api,2026-02-05,41-4011,"provide technical information about solar power, solar systems, equipment, and services to potential customers or dealers.",0.0056,39.0,1.0,0.0,0.0,0.0,0.0
2433,api,2026-02-05,41-4011,present information to customers about the energy efficiency or environmental impact of scientific or technical products.,0.0053,43.0,1.0,0.0,0.0,0.0,0.0
2433,api,2026-02-05,41-4011,"quote prices, credit terms, or other bid specifications.",0.0052,40.0,1.0,0.0,0.0,0.0,0.0
2434,api,2026-02-05,41-9031,research and identify potential customers for products or services.,0.4197,4078.0,0.9468,0.014,0.0184,0.0159,0.0049
2434,api,2026-02-05,41-4011,contact new or existing customers to discuss how specific products or services can meet their needs.,0.3927,3493.0,0.9187,0.0232,0.0332,0.006,0.0189
2434,api,2026-02-05,41-4011,"answer customers' questions about products, prices, availability, or credit terms.",0.1174,1125.0,0.7573,0.0151,0.024,0.0,0.2036
2434,api,2026-02-05,41-4011,study documentation or other information for new scientific or technical products.,0.0837,733.0,0.7422,0.0,0.0273,0.0614,0.1692
2434,api,2026-02-05,41-4011,"maintain customer records, using automated systems.",0.0549,464.0,0.9655,0.0,0.0345,0.0,0.0
2434,api,2026-02-05,41-4011,prepare sales presentations or proposals to explain product specifications or applications.,0.0501,478.0,0.91,0.0,0.09,0.0,0.0
2434,api,2026-02-05,41-9031,"provide technical and non-technical support and services to clients or other staff members regarding the use, operation, and maintenance of equipment.",0.0315,280.0,0.7607,0.0643,0.0,0.0857,0.0893
2434,api,2026-02-05,41-1012,monitor sales staff performance to ensure that goals are met.,0.0277,238.0,0.7899,0.0,0.2101,0.0,0.0
2434,api,2026-02-05,41-1012,"listen to and resolve customer complaints regarding services, products, or personnel.",0.0199,138.0,0.7391,0.2609,0.0,0.0,0.0
2434,api,2026-02-05,41-9031,"collaborate with sales teams to understand customer requirements, to promote the sale of company products, and to provide sales support.",0.0175,152.0,1.0,0.0,0.0,0.0,0.0
2434,api,2026-02-05,41-4011,"provide customers with information such as quotes, orders, sales, shipping, warranties, credit, funding options, incentives, or tax rebates.",0.0159,119.0,1.0,0.0,0.0,0.0,0.0
2434,api,2026-02-05,41-9031,"develop, present, or respond to proposals for specific customer requirements, including request for proposal responses and industry-specific solutions.",0.0126,107.0,1.0,0.0,0.0,0.0,0.0
2434,api,2026-02-05,41-1012,"examine merchandise to ensure correct pricing and display, and that it functions as advertised.",0.0115,110.0,1.0,0.0,0.0,0.0,0.0
2434,api,2026-02-05,41-4011,"collaborate with colleagues to exchange information, such as selling strategies or marketing information.",0.0103,91.0,1.0,0.0,0.0,0.0,0.0
2434,api,2026-02-05,41-4011,negotiate prices or terms of sales or service agreements.,0.0065,43.0,1.0,0.0,0.0,0.0,0.0
2511,api,2026-02-05,15-1121,"read manuals, periodicals, and technical reports to learn how to develop programs that meet staff and user requirements.",1.093,9787.0,0.4963,0.0084,0.0095,0.0051,0.4807
2511,api,2026-02-05,15-1121,"review and analyze computer printouts and performance indicators to locate code problems, and correct errors by correcting codes.",0.7541,5427.0,0.4467,0.0868,0.2821,0.14,0.0444
2511,api,2026-02-05,15-1111,"conduct logical analyses of business, scientific, engineering, and other technical problems, formulating mathematical models of problems for solution by computers.",0.6069,5123.0,0.6736,0.0517,0.1228,0.0734,0.0785
2511,api,2026-02-05,15-1121,assess the usefulness of pre-developed application packages and adapt them to a user environment.,0.2569,2349.0,0.765,0.0426,0.0341,0.0166,0.1418
2511,api,2026-02-05,15-1121,confer with clients regarding the nature of the information processing or computation needs a computer program is to address.,0.2417,1832.0,0.5961,0.0519,0.1152,0.0104,0.2265
2511,api,2026-02-05,15-1121,"test, maintain, and monitor computer programs and systems, including coordinating the installation of computer programs and systems.",0.1976,1374.0,0.7293,0.0815,0.0277,0.1179,0.0437
2511,api,2026-02-05,15-1121,define the goals of the system and devise flow charts and diagrams describing logical operational steps of programs.,0.1008,703.0,0.5946,0.0284,0.3215,0.0,0.0555
2511,api,2026-02-05,15-1121,"develop or implement policies or practices to ensure the privacy, confidentiality, or security of patient information.",0.043,393.0,0.8982,0.0,0.0458,0.056,0.0
2511,api,2026-02-05,15-1121,"use the computer in the analysis and solution of business problems, such as development of integrated production and inventory control and cost analysis systems.",0.0417,258.0,0.6163,0.0,0.3023,0.0,0.0814
2511,api,2026-02-05,15-1121,"analyze information processing or computation needs and plan and design computer systems, using techniques such as structured analysis, data modeling and information engineering.",0.0159,110.0,0.7545,0.0,0.0,0.0,0.2455
2511,api,2026-02-05,15-1111,"consult with users, management, vendors, and technicians to determine computing needs and system requirements.",0.013,81.0,0.6914,0.0,0.0,0.0,0.3086
2511,api,2026-02-05,15-1121,"design, develop, select, test, implement, and evaluate new or modified informatics solutions, data structures, and decision-support mechanisms to support patients, health care professionals, and their information management and human-computer and human-technology interactions within health care contexts.",0.0103,74.0,1.0,0.0,0.0,0.0,0.0
2511,api,2026-02-05,15-1121,specify inputs accessed by the system and plan the distribution and use of the results.,0.0096,60.0,1.0,0.0,0.0,0.0,0.0
2511,api,2026-02-05,15-1121,"provide staff and users with assistance solving computer related problems, such as malfunctions and program problems.",0.0073,46.0,1.0,0.0,0.0,0.0,0.0
2511,api,2026-02-05,15-1121,use informatics science to design or implement health information technology applications to resolve clinical or health care administrative problems.,0.0068,52.0,1.0,0.0,0.0,0.0,0.0
2512,api,2026-02-05,15-1132,"modify existing software to correct errors, allow it to adapt to new hardware, or to improve its performance.",8.6557,79433.0,0.4499,0.3856,0.1345,0.0108,0.0193
2512,api,2026-02-05,15-1133,"modify existing software to correct errors, to adapt it to new hardware, or to upgrade interfaces and improve performance.",4.0261,37004.0,0.4683,0.3727,0.1292,0.0105,0.0193
2512,api,2026-02-05,15-1132,analyze user needs and software requirements to determine feasibility of design within time and cost constraints.,1.5446,12567.0,0.6477,0.0304,0.089,0.0257,0.2072
2512,api,2026-02-05,15-1132,"develop and direct software system testing and validation procedures, programming, and documentation.",0.4287,3667.0,0.778,0.1094,0.0499,0.0398,0.0229
2512,api,2026-02-05,15-1132,"design, develop and modify software systems, using scientific analysis and mathematical models to predict and measure outcome and consequences of design.",0.3602,2845.0,0.6661,0.0531,0.2394,0.0084,0.033
2512,api,2026-02-05,15-1133,develop or direct software system testing or validation procedures.,0.3103,2550.0,0.7616,0.1051,0.0506,0.0608,0.022
2512,api,2026-02-05,15-1132,"store, retrieve, and manipulate data for analysis of system capabilities and requirements.",0.181233,4813.0,0.8591,0.0372,0.0372,0.0262,0.0403
2512,api,2026-02-05,15-1133,"store, retrieve, and manipulate data for analysis of system capabilities and requirements.",0.181233,4813.0,0.8591,0.0372,0.0372,0.0262,0.0403
2512,api,2026-02-05,15-1133,direct software programming and development of documentation.,0.1092,914.0,0.7702,0.0886,0.1127,0.0,0.0284
2512,api,2026-02-05,15-1132,"analyze information to determine, recommend, and plan computer specifications and layouts, and peripheral equipment modifications.",0.0364,281.0,0.7189,0.0,0.0,0.0605,0.2206
2512,api,2026-02-05,15-1133,"prepare reports or correspondence concerning project specifications, activities, or status.",0.0243,222.0,0.8063,0.0,0.1937,0.0,0.0
2512,api,2026-02-05,15-1132,"confer with systems analysts, engineers, programmers and others to design system and to obtain information on project limitations and capabilities, performance requirements and interfaces.",0.0176,123.0,0.626,0.0,0.374,0.0,0.0
2512,api,2026-02-05,15-1133,"design or develop software systems, using scientific analysis and mathematical models to predict and measure outcome and consequences of design.",0.016,117.0,0.7265,0.0,0.2735,0.0,0.0
2512,api,2026-02-05,15-1133,"analyze information to determine, recommend, and plan installation of a new system or modification of an existing system.",0.0157,100.0,0.74,0.0,0.26,0.0,0.0
2512,api,2026-02-05,15-1132,consult with customers about software system design and maintenance.,0.0099,70.0,0.6857,0.0,0.0,0.0,0.3143
2513,api,2026-02-05,15-1134,"design, build, or maintain web sites, using authoring or scripting languages, content creation tools, management tools, and digital media.",0.9841,9008.0,0.7319,0.1122,0.1451,0.0031,0.0077
2513,api,2026-02-05,15-1134,"evaluate code to ensure that it is valid, is properly structured, meets industry standards, and is compatible with browsers, devices, or operating systems.",0.4815,3735.0,0.8035,0.0177,0.0402,0.1068,0.0319
2513,api,2026-02-05,15-1134,write supporting code for web applications or web sites.,0.2801,2427.0,0.7862,0.1174,0.0845,0.0,0.0119
2513,api,2026-02-05,15-1134,"write, design, or edit web page content, or direct others producing content.",0.2207,1845.0,0.794,0.013,0.1691,0.0238,0.0
2513,api,2026-02-05,15-1134,develop or implement procedures for ongoing web site revision.,0.06765,1207.0,0.686,0.1475,0.1185,0.0,0.0481
2513,api,2026-02-05,15-1134,evaluate or recommend server hardware or software.,0.0433,820.0,0.7146,0.0415,0.0488,0.0305,0.1646
2513,api,2026-02-05,15-1134,"develop web site maps, application models, image templates, or page templates that meet project goals, user needs, or industry standards.",0.0382,333.0,0.8378,0.045,0.1171,0.0,0.0
2513,api,2026-02-05,15-1134,"maintain understanding of current web technologies or programming practices through continuing education, reading, or participation in professional conferences, workshops, or groups.",0.0375,254.0,0.6339,0.0,0.0,0.0,0.3661
